Fototeny,sampateny
vaikavaika,"fivaikavaika, fivaikavaikana, ivaikavaikana, mitsivaikavaika, mivaikavaika, mpivaikavaika"
vailanina,mivailanina
vainga,"avainga, fivainga, vaingaina, vaingana, vaingavainga, voavainga"
vaingana,"fivaingana, mivaingana"
vaingavainga,"amaingavaingana, famaingavainga, famaingavaingana, fivaingavainga, fivaingavaingana, ivaingavaingana, mamaingavainga, mivaingavainga, mpamaingavainga"
vaitra,"ambaitra, fivaitra, mahavaitra, mivaitra, mpivaitra, vaibaitra"
vaivay,"fivaivay, mamaivay, mavaivay, mivaivay"
vaka,vakavaka
vaka,mavaka
vakana,"fivakana, fivakanana, ivakanana, mahavakana, mivakana, mpivakana, vakanana, voavakana"
vakavaka,"fivakavaka, fivakavakana, ivakavakana, mahavakavaka, manavakavaka, mivakavaka, mpanavakavaka, mpivakavaka, vakavakaina"
vaky,fivaky
vaky,"amakiana, famaky, famaky, famakiana, famakiana, fivaky, fivakiana, ivakiana, mahavaky, mamaky, mamaky, mamaky, mifamaky, mivaky, mpamaky, vakina, vakivaky, vinaky, voavaky"
vakily,mivakily
vakivaky,voavakivaky
vala,"amalana, avala, famala, famalana, fivala, fivalàna, ivalana, kivalavala, mahavala, mamala, mifamala, mivala, mpamala, valana, voavala"
valahetraka,"fivalahetraka, mivalahetraka"
valaka,valabalaka
valaketraka,"fivalaketraka, mivalaketraka, mpivalaketraka"
valalanina,mahavalalanina
valampatra,"avalampatra, fivalamparana, fivalampatra, ivalamparana, mahavalampatra, mivalampatra, mpivalampatra, tafavalampatra, valampadampatra, voavalampatra"
valana,"amalanana, avalana, famalanana, famalanana, fampivalanana, fivalana, fivalanana, fivalanana, ivalanana, mahavalana, mamalana, mampivalana, mivalana, mivalana, mpivalana, tafavalana, valambalana, voavalana"
valandotra,"avalandotra, fivalandotra, mivalandotra, mpivalandotra"
valangidina,"avalangidina, fivalangidina, mivalangidina"
valangitrika,mivalangitrika
valavala,"amalavalana, avalavala, famalavala, famalavalana, fivalavala, fivalavalana, kivalavala, mahavalavala, mamalavala, mivalavala, mpamalavala, valavalaina, valavalana, voavalavala"
vale,ampifanambalie
valy,"ifamaliana, pivaly"
valy,"avaly, famaly, famaliana, fifamaliana, fivaly, fivaliana, ivaliana, mahavaly, mamaly, manavaly, mivaly, mpamaly, mpivaly, tsimbalivaly, valiana, valivaly, vinaly, voavaly"
valiha,mpamaliha
valika,mamalika
valivaly,kovalivaly
valo,"ampahavalo, fahavalo, fahavalo, fivalo, fivaloana, havaloana, imbalo, ivaloana, mivalo, tsivalovalo, valoina, voavalo"
valo,"fivalo, fivalozana, ivalozana, mahavalo, mivalo, mpivalo, valovalo"
valombalona,"fivalombalona, mivalombalona"
valona,"amalonana, avalona, famalona, famalonana, fivalona, fivalonana, mahavalona, mamalona, mivalona, mpamalona, valombalona, voavalona"
valongana,"avalongana, famalongana, fivalongana, mahavalongana, mamalongana, mivalongana, mpamalongana, voavalongana"
valovalo,mivalovalo
vamba,famamba
vaña,mivaña
vanaka,"avanaka, fivanahana, fivanaka, ivanahana, mahavanaka, mivanàka, mpivanaka, tafavanaka"
vanavana,"amanavanana, avanavana, famanavana, famanavanana, fivanavana, fivanavanana, ivanavanana, mahavanavana, mamanavana, mivanavana, mpamanavana, tafavanavana, vanavanaina, voavanavana"
vandambandana,"mamandambandana, mivandambandana"
vandana,"mamandana, vandambandana, vandanina, voavandana"
vandy,"fivandy, havandesa, mavandy, mivandy, mpivandy"
vanditra,"amandirana, avanditra, famandirana, famanditra, fivandirana, fivanditra, ivandirana, mamanditra, mivanditra, mpamanditra, vandimbanditra, voavanditra"
vandraka,"avandraka, fivandrahana, fivandraka, ivandrahana, mahavandraka, mivandraka, tafavandraka, vandrahana"
vandravandra,"amandravandrana, avandravandra, famandravandra, famandravandrana, fivandravandra, fivandravandrana, ivandravandrana, mahavandravandra, mamandravandra, mampivandravandra, mivandravandra, mpamandravandra, mpivandravandra, tafavandravandra, voavandravandra"
vandry,"avandry, fivandry, fivandriana, ivandriana, mivandry, mpivandry, vandriana, vandrivandry, voavandry"
vandrina,"mivandrina, vandrinina"
vanenaka,mivanenaka
vanga,vangavanga
vanga,"avanga, fivangana, mamanga, mivanga, vangay, vangana, vinanga"
vangy,"amangiana, avangy, famangy, famangiana, famangiana, fifampamangy, mahavangy, mamangy, mampamangy, mifampamangy, mpamangy, mpifampamangy, vangiana, voavangy"
vangy,vangivangy
vangivangy,"mahavangivangy, mivangivangy"
vango,"amangoana, avango, famango, famangoana, mahavango, mamango, mifamango, mpamango, vangoana, vangovango, vinango, voavango"
vangongo,"anavangongoana, avangongo, fanavangongo, fanavangongoana, fivangongo, fivangongoana, ivangongoana, mahavangongo, mampivangongo, manavangongo, mivangongo, mpampivangongo, mpanavangongo, tafavangongo, vangongoana, vangongoina, voavangongo"
vangovango,"mamangovango, vangovangoina"
vany,"mavany, vanivany"
vanika,"avanika, fivanihana, fivanika, fivanikana, ivanihana, mivan&igrave;ka, mpivanika"
vanivany,"fivanivany, fivanivaniana, ivanivaniana, mivanivany, mpivanivany"
vanivany,mavanivany
vankona,"amankonana, avankona, famankona, famankonana, mahavankona, mamankona, mpamankona, vankonina, voavankona"
vaño,vañony
vanona,"ahavanonana, avanona, fahavanona, fahavanonana, mahavanona, mpahavanona, vanonina"
vantana,vantany
vantana,"amantanana, avantana, famantana, famantanana, fivantana, fivantanana, ivantanana, mahavantana, mamantana, mivantana, mpamantana, vantambantana, vantanina"
vantotra,mivantotra
vantsy,mamantsy
vao,"anavaozana, fanavao, fanavaozana, fihavaozana, havaozina, ihavaozana, mahavao, manavao, mifanavao, mihavao, mpanavao, vaovao, vaovao, vaozina"
vaofy,mpivaofy
vaoka,vaohina
vaona,"avaona, fivaona, fivaonana, ivaonana, mivaona, mpivaona, tafavaona, vaombaona"
varahontsana,"fivarahontsana, mampivarahontsana, mivarahontsana, mivarahontsana"
varaka,"fivarakahaka, mivaraka, varakahaka"
varakahaka,mivarakahaka
vareraka,"anavarerahana, avareraka, fanavarerahana, fanavareraka, fivarerahana, fivareraka, ivarerahana, manavareraka, mivareraka, mpanavareraka, mpivareraka, tafavareraka, vareradreraka, voavareraka"
vary,hamary
vary,"kivarivary, tsivarivary"
variana,"fahavariana, fahavarianana, mahavariana, varimbariana, varivariana"
varilavo,mivarilavo
varina,anamarinana
varina,"amarinana, avarina, famarina, famarinana, fivarina, fivarinana, ivarinana, mahavarina, mamarina, mivarina, mpamarina, mpivarina, tafavarina, varimbarina, voavarina"
varirotra,"fivarirotra, mahavarirotra, mivarirotra, varirodrirotra"
varivary,"mahavarivary, mahavarivary, tsimbarivary"
varivary,"famarivary, mamarivary, mpamarivary, varivarina"
varizoka,"fivarizohana, fivarizoka, ivarizohana, mahavarizoka, mivarizoka, mpivarizoka, tafavarizoka, varizodrizoka, varizohina"
varo,mivaro
varoraka,"anavarorahana, avaroraka, fanavarorahana, fanavaroraka, fivarorahana, fivaroraka, ivarorahana, mahavaroraka, manavaroraka, mivaroraka, mpanavaroraka, mpivaroraka, tafavaroraka, varoradroraka, voavaroraka"
varotra,fifampivarotana
varotra,"fivarotana, fivarotra, ivarotana, mahavarotra, mampivarotra, mifampivarotra, mivarotra, mpivarotra, varobarotra, voavarotra"
varotry,mpamarotry
varozaka,"anavarozahana, avarozaka, fanavarozahana, fanavarozaka, fivarozahana, fivarozaka, ivarozahana, mahavarozaka, manavarozaka, mivarozaka, mpanavarozaka, mpivarozaka, varozadrozaka"
vasavasa,"amasavasana, famasavasa, famasavasana, fivasavasa, fivasavasana, mahavasavasa, mamasavasa, mivasavasa, mpamasavasa, mpivasavasa, vasavasaina, vasavasana, voavasavasa"
vasoka,"amasohana, famasohana, famasoka, mahavasoka, mamasoka, mihavasoka, mpamasoka, vasobasoka, vasohina, voavasoka"
vato,"famato, mamato, tambato, vatoana, vatoina, vatovato"
vatotry,fivatotry
vatovato,"famatovato, mamatovato, vatovatoina"
vatra,"fivatra, mivatra"
vatra,"ahavarana, fahavarana, fahavatra, fifankavarana, ifankavarana, mahavatra, mankavatra, mifankavatra, mpahavatra, vabatra, varina"
vatravatra,"amatravatrana, avatravatra, famatravatrana, fivatravatra, fivatravatrana, ivatravatrana, mamatravatra, mivatravatra, mpivatravatra, vatravatraina, voavatravatra"
vatritrika,mivatritrika
vatsa,fivatsavatsana
vatsavatsa,mamatsavatsa
vatsavatsa,"amatsavatsana, avatsavatsa, famatsavatsa, famatsavatsana, fivatsavatsa, ivatsavatsana, mahavatsavatsa, mamatsavatsava, mifampivatsavatsa, mivatsavatsa, mpamatsavatsa, mpivatsavatsa, vatsavatsaina, voavatsavatsa"
vatsy,"hamatsy, vatsiana"
vatsy,"amatsiana, avatsy, famatsy, famatsiana, fivatsy, fivatsiana, ivatsiana, mahavatsy, mamatsy, mivatsy, mpivatsy, vatsina, vinatsy, voavatsy"
vava,"ivavavavana, tambava"
vava,"amavàna, famava, famavana, fivava, mahavava, mamava, mivava, mpamava, vavàna, vavàna, vavavava, voavava"
vavaka,"ampivavahina, fivavahana, fivavaka, ivavahana, mahavavaka, mampivavaka, mifampivavaka, mivavaka, mpivavaka, vavabavaka, voavavaka"
vavala,ambavala
vavatra,"amavarana, avavatra, famavarana, famavatra, mahavavatra, mamavatra, mpamavatra, vavarana, voavavatra"
vavatsy,"manavatsy, mivavatsy"
vavavava,"mivavavava, mivavavava"
vaventy,"haventesana, vaventiventy"
vavy,"kovavy, mamavy, mivavy, vave"
vavy,fanambaviana
vavy,"fivaviana, kambavy, zavavy"
vavy,"famavy, mavavy, miambavy, mpamavy, tambavy, vavena, vaviana, vavina"
vazaha,"mahavazaha, vazahaina, vazahazaha"
vazana,"amazanana, avazana, famazana, mamazana, vazanana"
vazana,famazanana
vazavaza,"fivazavaza, fivazavazana, ivazavazàna, mahavazavaza, mivazavaza, mpivazavaza, vazavazaina, voavazavaza"
vazimba,vazimbaina
vazina,havazinana
vazina,"fivazina, fivazinana, ivazinana, mahavazina, manavazina, mivazina, mpivazina, vazimbazina"
vazivazy,kivazivazy
vazivazy,"amazivaziana, avazivazy, famazivazy, famazivazy, famazivaziana, fivazivazy, fivazivaziana, ivazivaziana, ivazivazina, mahavazivazy, mamazivazy, mivazivazy, mpamazivazy, mpivazivazy, vazivazina, voavazivazy"
vazizo,"fivazizo, fivazizoana, ivazizoana, mahavazizo, mivazizo, mpivazizo"
vazo,"fivazo, fivazoana, ivazoana, mahavazo, mivazo, mpivazo, vazoina, vazovazo"
ve,"mive, mpive"
vela,"añavelaña, mañavela, miavela, namela"
vela,"famela, tavela"
vela,"ambela, amelana, avela, famelana, fivela, fivelana, ivelana, mahavela, mamela, mifamela, mivela, mpamela, mpivela, tafavela, velavela, voavela"
velabelatra,"famelabelarana, mamelabelatra, mivelabelatra, velabelarina"
velatra,velarana
velatra,"amelarana, avelatra, famelarana, famelatra, fampivelarana, fivelarana, fivelatra, ivelarana, mahavelatra, mamelatra, mampivelatra, mivelatra, mivelatra, mpamelatra, tafavelatra, velabelatra, velarana, velarina, voavelatra"
velatry,mamelatry
vely,"amelezana, amely, avely, famelezana, famely, fivelezana, fively, ivelezana, mahavely, mamely, mifamely, mively, mpamely, mpively, velezina, vinely, voavely"
velo,mamelo
velombelona,mamelombelona
velombelona,mahavelombelona
velona,"ampivelomana, ampivelomina"
velona,"ahavelomana, amelomana, fahavelomana, famelomana, famelona, fivelomana, fivelona, ivelomana, mahavelona, mamelona, mampivelona, mivelona, mpamelona, mpampivelona, mpivelona, tambelona, velombelona, velomina, vinelona, voavelona"
velovelo,"mamelovelo, mampamelovelo"
vembena,tsivembena
vembena,"avembena, fivembena, fivembenana, mivembena, savembena, tafavembena, voavembena"
vena,"ivembenana, mahavembena, mpivembena"
vena,"avena, fivena, mivena, mpivena, vembena, voavena"
venavena,"famenavena, fanavenavena, fivenavena, fivenavenana, ivenavenana, mamenavena, manavenavena, mangovenavena, mivenavena, mpanavenavena, mpivenavena, savenavena"
vendrana,"amendranana, avendrana, famendrana, famendranana, fivendrana, mahavendrana, mamendrambendrana, mamendrana, mivendrana, mpamendrana, vendrambendrana, vendranina, voavendrana"
vendrivendry,"amendrivendrena, avendrivendry, famendrivendrena, famendrivendry, fivendrivendrena, fivendrivendry, ivendrivendrena, mahavendrivendry, mamendrivendry, mivendrivendry, mpamendrivendry, mpivendrivendry, tafavendrivendry, voavendrivendry"
venty,"fiventesana, fiventy, iventesana, mahaventy, miventy, mpiventy, ventesina, voaventy"
veraberaka,miveraberaka
veraka,"amerahana, famerahana, fameraka, fiverahana, fiveraka, iverahana, mahaveraka, mameraka, miveraka, mpameraka, veraberaka, verahina, voaveraka"
veravera,"mitaveravera, saveravera"
veravera,"ameraveràna, averavera, fameravera, fameraverana, fiveravera, fiveraverana, iveraveràna, mahaveravera, mameravera, manaveravera, miveravera, mpameravera, mpiveravera, veraveraina, voaveravera"
very,amarezana
very,"ahaverezana, amerezana, arisaka, fahaverezana, famerezana, famery, haverezana, mahavery, mamery, mpamery, verezina, verivery"
veriky,"miveriky, mpiveriky"
verimberina,"averimberina, fiverimberenana, iverimberenana, mamerimberina"
verina,tamberina
verina,"amerenana, averina, famerenana, famerina, fiverenana, fiverina, iverenana, mahaverina, mamerina, mampiverina, miverimberina, miverina, mpamerina, mpiverina, tafaverina, tamberina, verimberina, voaverina"
vero,verovero
verovero,mamerovero
vesabesatra,mavesabesatra
vesatra,"anavesarana, mavesatra, mavesatra, mavesatra"
vesatra,"amesarana, avesatra, fahavesarana, famesarana, famesatra, fivesarana, fivesatra, havesarana, ivesarana, mahavesatra, mamesatra, manavesatra, mihavesatra, mivesatra, mpamesatra, mpivesatra, tambesatra, vesabesatra, vesarana, vesarina, voavesatra"
vesatry,"havesara, mavesatry, mivesatry"
vesoka,"fivesohana, fivesoka, ivesohana, kabesoka, mahavesoka, mivesoka, mpivesoka, vesobesoka, vesohina, voavesoka"
veta,"ametana, ametana, mameta"
veta,"fameta, fametana, mahaveta, mameta, mpameta, vetaina, vetaveta, voaveta"
vetaveta,"fahavetavetana, vetavetaina"
vetaveta,"ametavetana, fametavetana, mametaveta"
vetivety,mivetsivetsy
vetraka,tsivetraka
vetraka,"ambetraka, avetraka, fivetrahana, fivetraka, ivetrahana, mahavetraka, mivetraka, mpivetraka, vetrabetraka, voavetraka"
vetrika,"fivetrehana, fivetrika, ivetrehana, mahavetrika, mivetrika, mpivetrika, vetrehina, vetribetrika, voavetrika"
vetro,"fivetro, mivetro, vetrovetro"
vetrovetro,"fivetrovetro, mivetrovetro"
vetsivetsy,"ametsivetsena, fametsivetsena"
vetsivetsy,"fametsivetsy, fivetsivetsena, fivetsivetsy, ivetsivetsena, mahavetsivetsy, mametsivetsy, mametsivetsy, mpametsivetsy, mpivetsivetsy, vetsivetsena, voavetsivetsy"
vetso,vetsovetso
vetsovetso,"fametsovetso, fametsovetsoana, fivetsovetso, fivetsovetsoana, ivetsovetsoana, mahavetsovetso, mametsovetso, mivetsovetso, mpametsovetso, mpivetsovetso, vetsovetsoina, voavetsovetso"
vevy,miambevy
vezabezatra,amezabezarana
vezatra,"amezarana, avezatra, famezarana, famezatra, fivezarana, fivezatra, ivezarana, mamezatra, mivezatra, mpamezatra, vezarina, vezatina, voavezatra"
vezaveza,"amezavezàna, avezaveza, famezaveza, famezavezana, fivezaveza, fivezavezana, ivezavezana, mahavezaveza, mamezaveza, mivezaveza, mpamezaveza, mpivezaveza, vezavezaina, voavezaveza"
vezika,"avezika, fivezehana, fivezika, ivezehana, mahavezika, mivezika, mpivezika, tafavezika, voavezika"
vezimbezina,"mamezimbezina, mivezimbezina"
vezina,"avezina, fivezenana, fivezina, ivezenana, mivezina, tafavezina, vezimbezina"
vezivezy,"amezivezena, avezivezy, famezivezena, famezivezy, fivezivezena, fivezivezy, ivezivezena, mahavezivezy, mamezivezy, mampivezivezy, mivezivezy, mpamezivezy, mpivezivezy, tafavezivezy, voavezivezy"
vezo,ambezo
vezovezo,"amezovezoana, famezovezo, famezovezoana, fivezovezo, fivezovezoana, ivezovezoana, mahavezovezo, mamezovezo, mivezovezo, mpamezovezo, mpivezovezo, vezovezoina, voavezovezo"
vy,tambỳ
vibika,mavibika
vidy,ambidy
vidy,"amidy, ampividianana, fividy, fividianana, ividianana, kividividy, mahavidy, mampividy, mividy, mpividy, vidiana, vidina, vidividy, vinidy, voavidy"
vihivihy,"fivihivihy, fivihivihiana, ivihivihiana, mivihivihy, mivihivihy, mpivihivihy"
vika,"mavika, vibika"
vika,"fivika, mivika"
vikavika,"amikavikana, avikavika, famikavika, famikavikana, fampamikavika, fivikavika, fivikavikana, ivikavikàna, mahavikavika, mamikavika, mivikavika, mpamikavika, vikavikaina, voavikavika"
viky,mambiky
vikina,itsambikinana
vikina,"amikinana, avikina, famikina, famikinana, fivikina, fivikinana, ivikinana, mahavikina, mamikina, mivikina, mpamikina, mpivikina, tafavikina, tsambikina, vikimbikina, vikinina, vinikina, voavikina"
vikiviky,"fivikiviky, fivikivikiana, ivikivikiana, mamikiviky, mavikiviky, mivikiviky, mpivikiviky, tafavikiviky"
vilaka,"avilaka, mahavilaka, mivilaka, savilaka, sovilaka, vilahina, voavilaka"
vilana,"avilana, fivilana, fivilanana, mahavilana, mivilana, vilambilana, voavilana"
vilanila,mamilanila
vilavila,familavila
vilavila,"amilavilana, avilavila, familavilana, fivilavila, fivilavilana, ivilavilàna, kovilavila, mahavilavila, mamilavila, mivilavila, mpamilavila, vilavilaina, voavilavila"
vily,"amiliana, avily, family, familiana, fivily, fiviliana, iviliana, mahavily, mamily, mivily, mpamily, mpivily, savily, tafavily, vilivily, voavily"
vilina,familina
vilina,"amilinana, avilina, familinana, fivilina, mahavilina, mamilina, mivilina, mpamilina, voavilina"
vilivily,asavilivily
vilivily,"fanakivilivily, fanakiviliviliana, fikiviliviliana, kivilivily, mivilivily, savilivily"
vilona,ambilona
vimbina,"avimbina, fivimbina, fivimbinana, ivimbinana, mahavimbina, mivimbina, mpivimbina, vimbimbimbina, vimbinina, vinimbina, voavimbina"
vinany,faminany
vinany,"ahavinaniana, aminaniana, avinany, faminaniana, mahavinany, maminany, mpaminany, vinanina, vinaninany, voavinany"
vinavina,"aminavinana, avinavina, faminavina, faminavinana, mahavinavina, maminavina, mpaminavina, vinavinaina, voavinavina"
vindaka,"fivindahana, fivindaka, fivindavindaka, ivindahana, mahavindaka, mivindaka, mpivindaka, tafavindaka"
vindavinda,"fivindavinda, fivindavindana, ivindavindana, mahavindavinda, mivindavinda, mpivindavinda, tafavindavinda"
vindina,"fivindina, fivindinana, ivindinana, mivindina, mpivindina"
vingavinga,"amingavingana, famingavinga, famingavingana, mahavingavinga, mamingavinga, mpamingavinga, vingavingaina, voavingavinga"
vingy,"fivingy, mivingy, mpivingy, tafavingy, vingina, vingivingy, voavingy"
vingitra,"amingitana, avingitra, famingitana, famingitra, mamingitra, mivingitra, mpamingitra, vingimbingitra, vingirina, vingitina, voavingitra"
vingivingy,"amingivingiana, avingivingy, famingivingy, famingivingiana, fivingivingy, fivingivingiana, ivingivingiana, mamingivingy, mpamingivingy, mpivingivingy, tafavingivingy, vingivingina, voavingivingy"
vinitra,"fahavinirana, fivinirana, fivinitra, havinirana, ivinirana, mahavinitra, mivinitra, mpivinitra, tafavinitra, vinibinitra, vinirina"
viniviny,"aviniviny, fiviniviny, fiviniviniana, iviniviniana, mahaviniviny, miviniviny, mpiviniviny, tafaviniviny"
vintana,vintanina
vio,"mavio, viovio"
vio,fivio
vioka,"avioka, fivioka, mivioka, mpivioka, tafavioka, viobioka"
viombiona,miviombiona
viona,"aviona, fiviona, fivionana, ivionana, miviona, mpiviona, tafaviona, viombiona"
viongio,mamiongio
viovio,maviovio
viravira,"amiravirana, aviravira, famiravira, famiravirana, famiravkàna, mahaviravira, mamiravira, mpamiravira, viniravira, viraviraina, voaviravira"
virioka,"avirioka, fivirioka, mivirioka, tafavirioka, viriodrioka"
virjiny,fahavirjiniana
viroka,"fiviroka, mahaviroka, miviroka, mpiviroka, voaviroka"
virotra,"avirotra, fivirotra, mahavirotra, mivirotra, mpivirotra, voavirotra"
visavisa,"amisavisana, famisavisa, famisavisana, mahavisavisa, mamisavisa, mpamisavisa, visavisaina, voavisavisa"
vita,"ahavitana, amitana, fahavita, fahavitana, famita, famitana, fampamita, fivita, mahavita, mamita, mpamita, vinita, vitaina, vitavita"
vity,mamity
vitrambitrana,mivitrambitrana
vitrana,"amitranana, avitrana, famitrana, famitrana, famitranana, fivitrana, fivitranana, ivitranana, mahavitrana, mamitrana, mivitrana, mpamitrana, mpivitrana, vitrambitrana, voavitrana"
vitribitrika,mavitribitrika
vitrika,"fahavitrihana, havitrihana, havitrika, mahavitrika, mampahavitrika, mavitrika, vitribitrika"
vitsy,fahavitsy
vitsy,"amitsiana, anavitsiana, fahavitsiana, famitsy, famitsiana, fanavitsy, fanavitsiana, havitsy, havitsiana, havitsina, mahavitsy, mamitsy, manavitsy, mpamitsy, mpanavitsy, vitsivitsy"
vitsika,tambitsika
vivy,fivivy
vivitra,"avivitra, avivitra"
vivitra,"amivitana, ankambivitra, famivitana, famivitra, fivivitana, fivivitra, ivivitana, mahavivitra, mamivitra, mivivitra, mpamivitra, vivibivitra, vivitina, voavivitra"
vizaka,mamizaka
vizaka,"fivizaka, mahavizaka, mivizaka, mpivizaka, vizambizaka, voavizaka"
vizana,"amizanana, fahavizanana, famizana, famizanana, fivizana, fivizanana, havizanana, ivizanana, mahavizana, mamizana, mivizana, mpamizana, mpivizana, vinizana, vizambizana, vizanina, voavizana"
vizatra,"amizatana, famizatana, famizatra, fivizatana, fivizatra, ivizatana, mahavizatra, mamizatra, mivizatra, mpamizatra, mpivizatra, vizabizatra, vizatina"
